Date,Series,Value
9/7/22,CNN,1.7318
9/8/22,CNN,1.7666
9/9/22,CNN,0.2142
9/10/22,CNN,0.9831
9/11/22,CNN,2.167
9/12/22,CNN,2.8788
9/13/22,CNN,3.5691
9/14/22,CNN,2.8212
9/15/22,CNN,2.4007
9/16/22,CNN,2.7115
9/17/22,CNN,2.3646
9/18/22,CNN,2.2936
9/19/22,CNN,1.2382
9/20/22,CNN,2.1135
9/21/22,CNN,6.1982
9/22/22,CNN,4.8469
9/23/22,CNN,3.9156
9/24/22,CNN,3.4468
9/25/22,CNN,3.1147
9/26/22,CNN,1.8995
9/27/22,CNN,2.1455
9/28/22,CNN,1.5621
9/29/22,CNN,0.2152
9/30/22,CNN,3.1908
10/1/22,CNN,4.8207
10/2/22,CNN,2.4164
10/3/22,CNN,3.1836
10/4/22,CNN,3.1104
10/5/22,CNN,2.2026
10/6/22,CNN,2.1976
10/7/22,CNN,3.72
10/8/22,CNN,4.4969
10/9/22,CNN,3.9532
10/10/22,CNN,7.3578
10/11/22,CNN,6.3007
10/12/22,CNN,5.0187
10/13/22,CNN,1.8952
10/14/22,CNN,2.4939
10/15/22,CNN,2.9128
10/16/22,CNN,2.1898
10/17/22,CNN,3.4763
10/18/22,CNN,3.5235
10/19/22,CNN,4.3304
10/20/22,CNN,3.5437
10/21/22,CNN,2.3878
10/22/22,CNN,2.8534
10/23/22,CNN,2.7448
10/24/22,CNN,2.6598
10/25/22,CNN,3.4364
10/26/22,CNN,4.0853
10/27/22,CNN,3.5819
10/28/22,CNN,1.2673
10/29/22,CNN,1.3437
10/30/22,CNN,1.2984
10/31/22,CNN,1.6807
11/1/22,CNN,1.4965
11/2/22,CNN,1.6685
11/3/22,CNN,1.9453
11/4/22,CNN,1.4647
11/5/22,CNN,1.2896
11/6/22,CNN,0.7533
11/7/22,CNN,1.8535
11/8/22,CNN,0.4528
11/9/22,CNN,0.3601
11/10/22,CNN,1.3567
11/11/22,CNN,1.4439
