Date,Series,Value
2021-01-10,Volume Intensity,0.2711
2021-01-11,Volume Intensity,0.2865
2021-01-12,Volume Intensity,0.2868
2021-01-13,Volume Intensity,0.4176
2021-01-14,Volume Intensity,0.5131
2021-01-15,Volume Intensity,0.5369
2021-01-16,Volume Intensity,0.4464
2021-01-17,Volume Intensity,0.3491
2021-01-18,Volume Intensity,0.3066
2021-01-19,Volume Intensity,0.2894
2021-01-20,Volume Intensity,0.2416
2021-01-21,Volume Intensity,0.2492
2021-01-22,Volume Intensity,0.2877
2021-01-23,Volume Intensity,0.2916
2021-01-24,Volume Intensity,0.2675
2021-01-25,Volume Intensity,0.1874
2021-01-26,Volume Intensity,0.2106
2021-01-27,Volume Intensity,0.2689
2021-01-28,Volume Intensity,0.2753
2021-01-29,Volume Intensity,0.2326
2021-01-30,Volume Intensity,0.1568
2021-01-31,Volume Intensity,0.1338
2021-02-01,Volume Intensity,0.1198
2021-02-02,Volume Intensity,0.1538
2021-02-03,Volume Intensity,0.1745
2021-02-04,Volume Intensity,0.2218
2021-02-05,Volume Intensity,0.2311
2021-02-06,Volume Intensity,0.2489
2021-02-07,Volume Intensity,0.2522
2021-02-08,Volume Intensity,0.3225
2021-02-09,Volume Intensity,0.4067
2021-02-10,Volume Intensity,0.4431
2021-02-11,Volume Intensity,0.4013
2021-02-12,Volume Intensity,0.3271
2021-02-13,Volume Intensity,0.5118
2021-02-14,Volume Intensity,0.5449
2021-02-15,Volume Intensity,0.5176
2021-02-16,Volume Intensity,0.2584
2021-02-17,Volume Intensity,0.1986
2021-02-18,Volume Intensity,0.2135
2021-02-19,Volume Intensity,0.218
2021-02-20,Volume Intensity,0.2522
2021-02-21,Volume Intensity,0.2207
2021-02-22,Volume Intensity,0.2047
2021-02-23,Volume Intensity,0.1361
2021-02-24,Volume Intensity,0.1526
2021-02-25,Volume Intensity,0.1523
2021-02-26,Volume Intensity,0.1573
2021-02-27,Volume Intensity,0.1469
2021-02-28,Volume Intensity,0.1305
2021-03-01,Volume Intensity,0.1251
2021-03-02,Volume Intensity,0.1324
2021-03-03,Volume Intensity,0.1453
2021-03-04,Volume Intensity,0.1398
2021-03-05,Volume Intensity,0.142
2021-03-06,Volume Intensity,0.1404
2021-03-07,Volume Intensity,0.1294
2021-03-08,Volume Intensity,0.1158
2021-03-09,Volume Intensity,0.1167
2021-03-10,Volume Intensity,0.1456
2021-03-11,Volume Intensity,0.1495
2021-03-12,Volume Intensity,0.1502
2021-03-13,Volume Intensity,0.1223
2021-03-14,Volume Intensity,0.1231
2021-03-15,Volume Intensity,0.1206
2021-03-16,Volume Intensity,0.1436
2021-03-17,Volume Intensity,0.1752
2021-03-18,Volume Intensity,0.2324
2021-03-19,Volume Intensity,0.2719
2021-03-20,Volume Intensity,0.2473
2021-03-21,Volume Intensity,0.1975
2021-03-22,Volume Intensity,0.1672
2021-03-23,Volume Intensity,0.1684
2021-03-24,Volume Intensity,0.1903
2021-03-25,Volume Intensity,0.19
2021-03-26,Volume Intensity,0.2169
2021-03-27,Volume Intensity,0.1916
2021-03-28,Volume Intensity,0.1689
2021-03-29,Volume Intensity,0.1338
2021-03-30,Volume Intensity,0.1397
2021-03-31,Volume Intensity,0.183
2021-04-01,Volume Intensity,0.2124
2021-04-02,Volume Intensity,0.2605
2021-04-03,Volume Intensity,0.2679
2021-04-04,Volume Intensity,0.3317
2021-04-05,Volume Intensity,0.3366
2021-04-06,Volume Intensity,0.3625
2021-04-07,Volume Intensity,0.3136
2021-04-08,Volume Intensity,0.2845
2021-04-09,Volume Intensity,0.2337
2021-04-10,Volume Intensity,0.2191
2021-04-11,Volume Intensity,0.2067
2021-04-12,Volume Intensity,0.2198
2021-04-13,Volume Intensity,0.2643
2021-04-14,Volume Intensity,0.3054
2021-04-15,Volume Intensity,0.4152
2021-04-16,Volume Intensity,0.4669
2021-04-17,Volume Intensity,0.5162
2021-04-18,Volume Intensity,0.4322
2021-04-19,Volume Intensity,0.3507
2021-04-20,Volume Intensity,0.2971
2021-04-21,Volume Intensity,0.2913
2021-04-22,Volume Intensity,0.3019
2021-04-23,Volume Intensity,0.2903
2021-04-24,Volume Intensity,0.2712
2021-04-25,Volume Intensity,0.2596
2021-04-26,Volume Intensity,0.2713
2021-04-27,Volume Intensity,0.2395
2021-04-28,Volume Intensity,0.2991
2021-04-29,Volume Intensity,0.3104
2021-04-30,Volume Intensity,0.3648
2021-05-01,Volume Intensity,0.3261
2021-05-02,Volume Intensity,0.2845
2021-05-03,Volume Intensity,0.2574
2021-05-04,Volume Intensity,0.2181
2021-05-05,Volume Intensity,0.2442
2021-05-06,Volume Intensity,0.2726
2021-05-07,Volume Intensity,0.2827
